Date,Open,High,Low,Close,Adj Close,Volume
2020-02-21,53.709999,53.820000,52.740002,53.980000,53.980000,41611
2020-02-23,53.369999,53.369999,53.369999,53.369999,53.369999,0
2020-02-24,52.500000,52.520000,50.820000,53.369999,53.369999,38423
2020-02-25,51.759998,52.180000,49.919998,51.709999,51.709999,26846
2020-02-26,50.259998,50.580002,48.580002,50.110001,50.110001,33374
2020-02-27,48.720001,48.730000,46.500000,49.000000,49.000000,49496
2020-02-28,46.880001,47.500000,44.599998,47.639999,47.639999,46628
2020-03-01,45.349998,45.349998,45.349998,45.349998,45.349998,0
2020-03-02,44.410000,47.919998,44.220001,45.349998,45.349998,25559
2020-03-03,48.169998,48.950001,46.990002,47.540001,47.540001,3924857
2020-03-04,48.250000,48.759998,47.230000,47.740002,47.740002,5343164
2020-03-05,47.810001,48.049999,46.250000,46.549999,46.549999,3886690
2020-03-06,45.919998,46.139999,42.169998,42.599998,42.599998,21485612
2020-03-08,42.330002,42.330002,42.330002,42.330002,42.330002,0
2020-03-09,30.790001,36.439999,30.000000,33.849998,33.849998,37052051
2020-03-10,35.230000,36.590000,34.150002,35.700001,35.700001,11517871
2020-03-11,36.060001,38.020000,34.689999,36.049999,36.049999,40976
2020-03-12,33.570000,34.209999,32.549999,32.919998,32.919998,22706347
2020-03-13,33.290001,35.840000,32.750000,33.750000,33.750000,62047
2020-03-15,33.740002,33.740002,33.740002,33.740002,33.740002,0
2020-03-16,33.709999,33.799999,30.540001,33.740002,33.740002,49009
2020-03-17,31.980000,32.380001,29.410000,29.709999,29.709999,9466098
2020-03-18,30.170000,30.200001,24.200001,27.520000,27.520000,25027689
2020-03-19,25.730000,30.520000,25.709999,29.610001,29.610001,21426539
2020-03-20,30.360001,31.709999,26.879999,28.160000,28.160000,14094070
2020-03-22,27.010000,27.370001,25.830000,26.200001,26.200001,146645
2020-03-23,27.580000,29.530001,27.049999,29.440001,29.440001,14137046
2020-03-24,29.360001,30.190001,28.650000,29.990000,29.990000,6647416
2020-03-25,30.219999,30.910000,29.059999,30.450001,30.450001,7289407
2020-03-26,30.570000,30.799999,29.450001,30.150000,30.150000,5380449
2020-03-27,30.230000,30.500000,29.430000,30.500000,30.500000,7978989
2020-03-29,30.129999,30.129999,29.639999,29.740000,29.740000,57136
2020-03-30,29.889999,30.090000,28.629999,29.830000,29.830000,10035119
2020-03-31,30.370001,30.559999,29.340000,29.530001,29.530001,8843067
2020-04-01,29.450001,29.549999,28.000000,28.400000,28.400000,12515642
2020-04-02,28.559999,31.280001,28.559999,30.010000,30.010000,26511774
2020-04-03,29.840000,33.660000,29.620001,33.599998,33.599998,19092517
2020-04-05,33.000000,33.000000,33.000000,33.000000,33.000000,0
2020-04-06,33.180000,33.750000,32.450001,33.750000,33.750000,9796450
2020-04-07,33.470001,34.230000,32.570000,32.930000,32.930000,48068
2020-04-08,33.869999,34.360001,32.860001,34.320000,34.320000,15646429
2020-04-09,33.599998,35.849998,32.660000,33.270000,33.270000,18134134
2020-04-12,34.250000,34.250000,32.980000,33.459999,33.459999,140855
2020-04-13,34.400002,34.880001,32.779999,34.880001,34.880001,12994278
2020-04-14,35.320000,35.320000,33.360001,34.209999,34.209999,15636739
2020-04-15,34.020000,34.049999,31.440001,31.680000,31.680000,13882112
2020-04-16,32.230000,32.349998,30.340000,31.920000,31.920000,10081844
2020-04-17,32.110001,32.200001,31.040001,31.320000,31.320000,18470037
2020-04-19,31.129999,31.200001,30.850000,30.850000,30.850000,42295
2020-04-20,30.780001,30.840000,28.040001,29.100000,29.100000,38982849
