Date,Open,High,Low,Close,Adj Close,Volume
2018-03-23,55.439999,55.439999,55.439999,55.439999,55.439999,3
2018-03-25,null,null,null,null,null,null
2018-03-26,null,null,null,null,null,null
2018-03-27,null,null,null,null,null,null
2018-03-28,null,null,null,null,null,null
2018-03-29,null,null,null,null,null,null
2018-04-01,null,null,null,null,null,null
2018-04-02,null,null,null,null,null,null
2018-04-03,null,null,null,null,null,null
2018-04-04,null,null,null,null,null,null
2018-04-05,null,null,null,null,null,null
2018-04-06,null,null,null,null,null,null
2018-04-08,null,null,null,null,null,null
2018-04-09,null,null,null,null,null,null
2018-04-10,null,null,null,null,null,null
2018-04-11,null,null,null,null,null,null
2018-04-12,null,null,null,null,null,null
2018-04-13,null,null,null,null,null,null
2018-04-15,null,null,null,null,null,null
2018-04-16,null,null,null,null,null,null
2018-04-17,null,null,null,null,null,null
2018-04-18,null,null,null,null,null,null
2018-04-19,null,null,null,null,null,null
2018-04-20,null,null,null,null,null,null
2018-04-22,null,null,null,null,null,null
2018-04-23,null,null,null,null,null,null
2018-04-24,null,null,null,null,null,null
2018-04-25,null,null,null,null,null,null
2018-04-26,null,null,null,null,null,null
2018-04-27,null,null,null,null,null,null
2018-04-29,null,null,null,null,null,null
2018-04-30,null,null,null,null,null,null
2018-05-01,null,null,null,null,null,null
2018-05-02,null,null,null,null,null,null
2018-05-03,null,null,null,null,null,null
2018-05-04,null,null,null,null,null,null
2018-05-06,null,null,null,null,null,null
2018-05-07,null,null,null,null,null,null
2018-05-08,null,null,null,null,null,null
2018-05-09,null,null,null,null,null,null
2018-05-10,null,null,null,null,null,null
2018-05-11,null,null,null,null,null,null
2018-05-13,null,null,null,null,null,null
2018-05-14,null,null,null,null,null,null
2018-05-15,null,null,null,null,null,null
2018-05-16,null,null,null,null,null,null
2018-05-17,null,null,null,null,null,null
2018-05-18,null,null,null,null,null,null
2018-05-20,null,null,null,null,null,null
2018-05-21,null,null,null,null,null,null
2018-05-22,null,null,null,null,null,null
2018-05-23,null,null,null,null,null,null
2018-05-24,null,null,null,null,null,null
2018-05-25,null,null,null,null,null,null
2018-05-27,null,null,null,null,null,null
2018-05-29,null,null,null,null,null,null
2018-05-30,null,null,null,null,null,null
2018-05-31,null,null,null,null,null,null
2018-06-01,null,null,null,null,null,null
2018-06-03,null,null,null,null,null,null
2018-06-04,null,null,null,null,null,null
2018-06-05,null,null,null,null,null,null
2018-06-06,null,null,null,null,null,null
2018-06-07,null,null,null,null,null,null
2018-06-08,null,null,null,null,null,null
2018-06-10,null,null,null,null,null,null
2018-06-11,null,null,null,null,null,null
2018-06-12,null,null,null,null,null,null
2018-06-13,null,null,null,null,null,null
2018-06-14,null,null,null,null,null,null
2018-06-15,null,null,null,null,null,null
2018-06-17,null,null,null,null,null,null
2018-06-18,null,null,null,null,null,null
2018-06-19,null,null,null,null,null,null
2018-06-20,null,null,null,null,null,null
2018-06-21,null,null,null,null,null,null
2018-06-22,null,null,null,null,null,null
2018-06-24,null,null,null,null,null,null
2018-06-25,null,null,null,null,null,null
2018-06-26,null,null,null,null,null,null
2018-06-27,null,null,null,null,null,null
2018-06-28,null,null,null,null,null,null
2018-06-29,null,null,null,null,null,null
2018-07-01,null,null,null,null,null,null
2018-07-02,null,null,null,null,null,null
2018-07-03,null,null,null,null,null,null
2018-07-05,null,null,null,null,null,null
2018-07-06,null,null,null,null,null,null
2018-07-08,null,null,null,null,null,null
2018-07-09,61.599998,61.599998,61.599998,61.599998,61.599998,2
2018-07-10,null,null,null,null,null,null
2018-07-11,null,null,null,null,null,null
2018-07-12,null,null,null,null,null,null
2018-07-13,null,null,null,null,null,null
2018-07-15,null,null,null,null,null,null
2018-07-16,null,null,null,null,null,null
2018-07-17,null,null,null,null,null,null
2018-07-18,null,null,null,null,null,null
2018-07-19,null,null,null,null,null,null
2018-07-20,null,null,null,null,null,null
2018-07-22,null,null,null,null,null,null
2018-07-23,null,null,null,null,null,null
2018-07-24,null,null,null,null,null,null
2018-07-25,null,null,null,null,null,null
2018-07-26,null,null,null,null,null,null
2018-07-27,null,null,null,null,null,null
2018-07-29,null,null,null,null,null,null
2018-07-30,null,null,null,null,null,null
2018-07-31,null,null,null,null,null,null
2018-08-01,null,null,null,null,null,null
2018-08-02,null,null,null,null,null,null
2018-08-03,null,null,null,null,null,null
2018-08-05,null,null,null,null,null,null
2018-08-06,null,null,null,null,null,null
2018-08-07,null,null,null,null,null,null
2018-08-08,null,null,null,null,null,null
2018-08-09,null,null,null,null,null,null
2018-08-10,null,null,null,null,null,null
2018-08-12,null,null,null,null,null,null
2018-08-13,null,null,null,null,null,null
2018-08-14,null,null,null,null,null,null
2018-08-15,null,null,null,null,null,null
2018-08-16,null,null,null,null,null,null
2018-08-17,null,null,null,null,null,null
2018-08-19,null,null,null,null,null,null
2018-08-20,null,null,null,null,null,null
2018-08-21,60.240002,60.240002,60.240002,60.240002,60.240002,3
2018-08-22,null,null,null,null,null,null
2018-08-23,null,null,null,null,null,null
2018-08-24,null,null,null,null,null,null
2018-08-26,null,null,null,null,null,null
2018-08-27,null,null,null,null,null,null
2018-08-28,null,null,null,null,null,null
2018-08-29,null,null,null,null,null,null
2018-08-30,null,null,null,null,null,null
2018-08-31,null,null,null,null,null,null
2018-09-02,null,null,null,null,null,null
2018-09-04,null,null,null,null,null,null
2018-09-05,null,null,null,null,null,null
2018-09-06,null,null,null,null,null,null
2018-09-07,null,null,null,null,null,null
2018-09-09,null,null,null,null,null,null
2018-09-10,null,null,null,null,null,null
2018-09-11,null,null,null,null,null,null
2018-09-12,null,null,null,null,null,null
2018-09-13,null,null,null,null,null,null
2018-09-14,null,null,null,null,null,null
2018-09-16,null,null,null,null,null,null
2018-09-17,null,null,null,null,null,null
2018-09-18,null,null,null,null,null,null
2018-09-19,null,null,null,null,null,null
2018-09-20,null,null,null,null,null,null
2018-09-21,null,null,null,null,null,null
2018-09-23,null,null,null,null,null,null
2018-09-24,null,null,null,null,null,null
2018-09-25,null,null,null,null,null,null
2018-09-26,null,null,null,null,null,null
2018-09-27,null,null,null,null,null,null
2018-09-28,null,null,null,null,null,null
2018-09-30,null,null,null,null,null,null
2018-10-01,null,null,null,null,null,null
2018-10-02,null,null,null,null,null,null
2018-10-03,null,null,null,null,null,null
2018-10-04,null,null,null,null,null,null
2018-10-05,null,null,null,null,null,null
2018-10-07,null,null,null,null,null,null
2018-10-08,null,null,null,null,null,null
2018-10-09,null,null,null,null,null,null
2018-10-10,null,null,null,null,null,null
2018-10-11,null,null,null,null,null,null
2018-10-12,null,null,null,null,null,null
2018-10-14,null,null,null,null,null,null
2018-10-15,null,null,null,null,null,null
2018-10-16,null,null,null,null,null,null
2018-10-17,null,null,null,null,null,null
2018-10-18,null,null,null,null,null,null
2018-10-19,null,null,null,null,null,null
2018-10-21,null,null,null,null,null,null
2018-10-22,null,null,null,null,null,null
2018-10-23,null,null,null,null,null,null
2018-10-24,null,null,null,null,null,null
2018-10-25,null,null,null,null,null,null
2018-10-26,null,null,null,null,null,null
2018-10-28,null,null,null,null,null,null
2018-10-29,null,null,null,null,null,null
2018-10-30,null,null,null,null,null,null
2018-10-31,null,null,null,null,null,null
2018-11-01,null,null,null,null,null,null
2018-11-02,null,null,null,null,null,null
2018-11-04,null,null,null,null,null,null
2018-11-05,null,null,null,null,null,null
2018-11-06,null,null,null,null,null,null
2018-11-07,null,null,null,null,null,null
2018-11-08,null,null,null,null,null,null
2018-11-09,null,null,null,null,null,null
2018-11-11,null,null,null,null,null,null
2018-11-12,null,null,null,null,null,null
2018-11-13,null,null,null,null,null,null
2018-11-14,null,null,null,null,null,null
2018-11-15,null,null,null,null,null,null
2018-11-16,null,null,null,null,null,null
2018-11-18,null,null,null,null,null,null
2018-11-19,null,null,null,null,null,null
2018-11-20,null,null,null,null,null,null
2018-11-21,null,null,null,null,null,null
2018-11-23,null,null,null,null,null,null
2018-11-25,null,null,null,null,null,null
2018-11-26,null,null,null,null,null,null
2018-11-27,null,null,null,null,null,null
2018-11-28,null,null,null,null,null,null
2018-11-29,null,null,null,null,null,null
2018-11-30,null,null,null,null,null,null
2018-12-02,null,null,null,null,null,null
2018-12-03,null,null,null,null,null,null
2018-12-04,null,null,null,null,null,null
2018-12-06,null,null,null,null,null,null
2018-12-07,null,null,null,null,null,null
2018-12-09,null,null,null,null,null,null
2018-12-10,null,null,null,null,null,null
2018-12-11,null,null,null,null,null,null
2018-12-12,null,null,null,null,null,null
2018-12-13,null,null,null,null,null,null
2018-12-14,null,null,null,null,null,null
2018-12-16,null,null,null,null,null,null
2018-12-17,null,null,null,null,null,null
2018-12-18,null,null,null,null,null,null
2018-12-19,null,null,null,null,null,null
2018-12-20,null,null,null,null,null,null
2018-12-21,null,null,null,null,null,null
2018-12-23,null,null,null,null,null,null
2018-12-24,null,null,null,null,null,null
2018-12-26,null,null,null,null,null,null
2018-12-27,null,null,null,null,null,null
2018-12-28,null,null,null,null,null,null
2018-12-30,null,null,null,null,null,null
2018-12-31,null,null,null,null,null,null
2019-01-02,null,null,null,null,null,null
2019-01-03,null,null,null,null,null,null
2019-01-04,null,null,null,null,null,null
2019-01-06,null,null,null,null,null,null
2019-01-07,null,null,null,null,null,null
2019-01-08,null,null,null,null,null,null
2019-01-09,null,null,null,null,null,null
2019-01-10,null,null,null,null,null,null
2019-01-11,null,null,null,null,null,null
2019-01-13,null,null,null,null,null,null
2019-01-14,null,null,null,null,null,null
2019-01-15,null,null,null,null,null,null
2019-01-16,null,null,null,null,null,null
2019-01-17,null,null,null,null,null,null
2019-01-18,null,null,null,null,null,null
2019-01-20,null,null,null,null,null,null
2019-01-22,null,null,null,null,null,null
2019-01-23,53.700001,54.139999,53.700001,54.139999,54.139999,83
2019-01-24,null,null,null,null,null,null
2019-01-25,null,null,null,null,null,null
2019-01-27,null,null,null,null,null,null
2019-01-28,null,null,null,null,null,null
2019-01-29,null,null,null,null,null,null
2019-01-30,null,null,null,null,null,null
2019-01-31,null,null,null,null,null,null
2019-02-01,null,null,null,null,null,null
2019-02-03,null,null,null,null,null,null
2019-02-04,null,null,null,null,null,null
2019-02-05,null,null,null,null,null,null
2019-02-06,null,null,null,null,null,null
2019-02-07,null,null,null,null,null,null
2019-02-08,null,null,null,null,null,null
2019-02-10,null,null,null,null,null,null
2019-02-11,54.480000,54.500000,54.439999,54.500000,54.500000,96
2019-02-12,null,null,null,null,null,null
2019-02-13,null,null,null,null,null,null
2019-02-14,55.980000,56.349998,55.590000,56.349998,56.349998,500
2019-02-15,null,null,null,null,null,null
2019-02-17,null,null,null,null,null,null
2019-02-19,null,null,null,null,null,null
2019-02-20,null,null,null,null,null,null
2019-02-21,null,null,null,null,null,null
2019-02-22,null,null,null,null,null,null
2019-02-24,null,null,null,null,null,null
2019-02-25,56.990002,56.990002,56.990002,56.990002,56.990002,99
2019-02-26,null,null,null,null,null,null
2019-02-27,null,null,null,null,null,null
2019-02-28,null,null,null,null,null,null
2019-03-01,null,null,null,null,null,null
2019-03-03,null,null,null,null,null,null
2019-03-04,null,null,null,null,null,null
2019-03-05,null,null,null,null,null,null
2019-03-06,57.200001,57.200001,57.200001,57.200001,57.200001,38
2019-03-07,null,null,null,null,null,null
2019-03-08,null,null,null,null,null,null
2019-03-10,null,null,null,null,null,null
2019-03-11,57.720001,57.720001,57.720001,57.720001,57.720001,191
2019-03-12,null,null,null,null,null,null
2019-03-13,58.410000,58.410000,58.410000,58.410000,58.410000,977
2019-03-14,null,null,null,null,null,null
2019-03-15,null,null,null,null,null,null
2019-03-17,null,null,null,null,null,null
2019-03-18,null,null,null,null,null,null
2019-03-19,null,null,null,null,null,null
2019-03-20,null,null,null,null,null,null
2019-03-21,null,null,null,null,null,null
2019-03-22,58.049999,58.049999,58.049999,58.049999,58.049999,916
2019-03-24,null,null,null,null,null,null
2019-03-25,null,null,null,null,null,null
2019-03-26,null,null,null,null,null,null
2019-03-27,null,null,null,null,null,null
2019-03-28,null,null,null,null,null,null
2019-03-29,null,null,null,null,null,null
2019-03-31,null,null,null,null,null,null
2019-04-01,59.410000,59.419998,59.349998,59.349998,59.349998,2179
2019-04-02,null,null,null,null,null,null
2019-04-03,59.250000,59.570000,59.250000,59.570000,59.570000,5683
2019-04-04,null,null,null,null,null,null
2019-04-05,59.880001,59.930000,59.660000,59.930000,59.930000,6266
2019-04-07,null,null,null,null,null,null
2019-04-08,60.150002,60.150002,60.150002,60.150002,60.150002,171
2019-04-09,null,null,null,null,null,null
2019-04-10,60.270000,60.349998,60.230000,60.340000,60.340000,3739
2019-04-11,60.099998,60.099998,60.099998,60.099998,60.099998,2462
2019-04-12,null,null,null,null,null,null
2019-04-14,null,null,null,null,null,null
2019-04-15,null,null,null,null,null,null
2019-04-16,null,null,null,null,null,null
2019-04-17,null,null,null,null,null,null
2019-04-18,null,null,null,null,null,null
2019-04-21,null,null,null,null,null,null
2019-04-22,null,null,null,null,null,null
2019-04-23,61.490002,61.490002,61.490002,61.490002,61.490002,3492
2019-04-24,null,null,null,null,null,null
2019-04-25,null,null,null,null,null,null
2019-04-26,null,null,null,null,null,null
2019-04-28,null,null,null,null,null,null
2019-04-29,59.959999,60.099998,59.959999,60.099998,60.099998,1671
2019-04-30,null,null,null,null,null,null
2019-05-01,60.380001,60.549999,60.369999,60.549999,60.549999,589
2019-05-02,59.099998,59.099998,59.099998,59.099998,59.099998,105
2019-05-03,null,null,null,null,null,null
2019-05-05,null,null,null,null,null,null
2019-05-06,59.029999,59.500000,59.029999,59.500000,59.500000,5841
2019-05-07,58.910000,58.910000,58.369999,58.490002,58.490002,8012
2019-05-08,58.549999,59.240002,58.389999,59.240002,59.240002,6190
2019-05-09,58.939999,59.009998,58.500000,58.959999,58.959999,20154
2019-05-10,58.980000,58.980000,58.939999,58.959999,58.959999,4800
2019-05-12,null,null,null,null,null,null
2019-05-13,60.299999,60.299999,58.200001,58.470001,58.470001,9978
2019-05-14,59.070000,59.459999,59.070000,59.369999,59.369999,4445
2019-05-15,59.160000,59.730000,59.160000,59.730000,59.730000,5054
2019-05-16,null,null,null,null,null,null
2019-05-17,59.689999,59.689999,59.689999,59.689999,59.689999,1273
2019-05-19,null,null,null,null,null,null
2019-05-20,null,null,null,null,null,null
2019-05-21,60.119999,60.160000,60.119999,60.160000,60.160000,2056
2019-05-22,null,null,null,null,null,null
2019-05-23,58.200001,58.200001,55.509998,55.700001,55.700001,3297
2019-05-24,56.270000,56.270000,56.270000,56.270000,56.270000,821
2019-05-26,null,null,null,null,null,null
2019-05-28,57.230000,57.500000,57.230000,57.450001,57.450001,11428
2019-05-29,56.959999,56.990002,56.959999,56.980000,56.980000,4370
2019-05-30,56.990002,56.990002,55.000000,55.119999,55.119999,4125
2019-05-31,53.900002,53.910000,52.360001,52.360001,52.360001,6206
2019-06-02,null,null,null,null,null,null
2019-06-03,52.220001,52.299999,52.220001,52.299999,52.299999,2961
2019-06-04,52.500000,52.500000,52.360001,52.450001,52.450001,8949
2019-06-05,50.889999,50.889999,50.750000,50.750000,50.750000,3715
2019-06-06,51.000000,51.709999,51.000000,51.709999,51.709999,2533
2019-06-07,null,null,null,null,null,null
2019-06-09,null,null,null,null,null,null
2019-06-10,53.220001,53.459999,52.669998,52.840000,52.840000,4207
2019-06-11,53.169998,53.169998,53.169998,53.169998,53.169998,667
2019-06-12,51.389999,51.389999,51.169998,51.169998,51.169998,1711
2019-06-13,null,null,null,null,null,null
2019-06-14,52.450001,52.610001,52.450001,52.610001,52.610001,3146
2019-06-16,null,null,null,null,null,null
2019-06-17,null,null,null,null,null,null
2019-06-18,null,null,null,null,null,null
2019-06-19,52.580002,52.869999,52.580002,52.830002,52.830002,11999
2019-06-20,55.200001,55.200001,54.900002,54.900002,54.900002,2999
2019-06-21,55.320000,55.389999,55.320000,55.389999,55.389999,6757
2019-06-23,null,null,null,null,null,null
2019-06-24,55.689999,55.689999,55.490002,55.610001,55.610001,3771
2019-06-25,55.410000,56.529999,55.410000,56.529999,56.529999,4858
2019-06-26,56.599998,56.869999,56.570000,56.700001,56.700001,24243
2019-06-27,56.639999,56.910000,56.639999,56.910000,56.910000,11200
2019-06-28,56.470001,56.939999,56.430000,56.430000,56.430000,17752
2019-06-30,null,null,null,null,null,null
2019-07-01,57.450001,57.480000,56.180000,56.180000,56.180000,36773
2019-07-02,56.669998,56.669998,54.869999,55.299999,55.299999,19237
2019-07-03,null,null,null,null,null,null
2019-07-05,55.660000,55.840000,55.660000,55.700001,55.700001,2141
2019-07-07,null,null,null,null,null,null
2019-07-08,55.919998,55.919998,55.700001,55.700001,55.700001,3099
2019-07-09,55.869999,56.470001,55.869999,56.150002,56.150002,17432
2019-07-10,56.639999,58.230000,56.639999,57.959999,57.959999,17739
2019-07-11,58.240002,58.360001,57.900002,58.290001,58.290001,9661
2019-07-12,57.880001,57.939999,57.860001,57.869999,57.869999,2438
2019-07-14,null,null,null,null,null,null
2019-07-15,57.919998,57.919998,56.930000,56.930000,56.930000,7826
2019-07-16,57.240002,57.540001,55.400002,55.910000,55.910000,14824
2019-07-17,56.330002,56.330002,55.410000,55.410000,55.410000,4002
2019-07-18,55.669998,55.669998,53.730000,53.820000,53.820000,7386
2019-07-19,54.730000,54.730000,54.070000,54.669998,54.669998,2905
2019-07-21,null,null,null,null,null,null
2019-07-22,55.270000,55.270000,54.709999,54.869999,54.869999,4890
2019-07-23,54.720001,55.259998,54.639999,55.259998,55.259998,6332
2019-07-24,55.610001,56.060001,54.410000,54.410000,54.410000,4867
2019-07-25,55.049999,55.240002,54.860001,54.860001,54.860001,11470
2019-07-26,55.250000,55.250000,54.889999,55.090000,55.090000,2077
2019-07-28,55.049999,55.049999,55.049999,55.049999,55.049999,2
2019-07-29,54.889999,55.139999,54.889999,55.009998,55.009998,953
2019-07-30,55.740002,56.250000,55.430000,56.099998,56.099998,5324
2019-07-31,56.590000,56.590000,56.189999,56.430000,56.430000,27332
2019-08-01,55.900002,55.900002,52.209999,52.770000,52.770000,12538
2019-08-02,53.549999,54.150002,53.540001,54.000000,54.000000,6780
2019-08-04,null,null,null,null,null,null
2019-08-05,53.529999,53.610001,52.869999,53.090000,53.090000,90288
2019-08-06,53.080002,53.169998,52.099998,52.310001,52.310001,25653
2019-08-07,52.150002,52.200001,49.680000,50.810001,50.810001,123421
2019-08-08,50.930000,50.939999,50.299999,50.939999,50.939999,38658
2019-08-09,51.110001,52.139999,51.110001,51.990002,51.990002,60154
2019-08-11,null,null,null,null,null,null
2019-08-12,51.799999,52.259998,51.450001,52.130001,52.130001,31442
2019-08-13,52.130001,54.500000,51.709999,54.430000,54.430000,66964
2019-08-14,53.450001,53.450001,52.150002,52.790001,52.790001,14657
2019-08-15,52.430000,52.529999,51.959999,51.959999,51.959999,2837
2019-08-16,52.360001,52.360001,51.730000,51.980000,51.980000,71143
2019-08-18,null,null,null,null,null,null
2019-08-19,52.610001,52.810001,52.500000,52.700001,52.700001,29046
2019-08-20,53.090000,53.139999,52.459999,53.139999,53.139999,22643
2019-08-21,53.779999,53.799999,53.439999,53.439999,53.439999,10714
2019-08-22,53.500000,53.650002,52.900002,52.900002,52.900002,51412
2019-08-23,51.639999,51.930000,51.500000,51.669998,51.669998,12511
2019-08-25,null,null,null,null,null,null
2019-08-26,52.580002,52.590000,51.500000,51.509998,51.509998,45265
2019-08-27,52.160000,52.639999,51.599998,52.639999,52.639999,7050
2019-08-28,53.040001,53.880001,53.040001,53.180000,53.180000,28218
2019-08-29,53.270000,53.570000,52.980000,53.360001,53.360001,31240
2019-08-30,53.029999,53.299999,51.770000,52.099998,52.099998,75629
2019-09-01,null,null,null,null,null,null
2019-09-03,51.430000,51.520000,50.650002,51.520000,51.520000,40948
